record_id,age_group_code,city_tier_code,income_q_code,edu_level_code,age_group_label,city_tier_label,income_q_label,edu_level_label,household_size,purchase_freq_per_month,transaction_value_inr,digital_literacy_score,consumer_awareness_index,price_sensitivity,product_availability,age_scaled,tier_scaled,income_scaled,perceived_quality,adoption_score,adoption_binary
4971,3,1,1,2,46-55,Tier-2,60_80pct,Graduate,3,2.538,839.71,0.0372,0.4818,0.6552,0.4289,0.25,0.5,0.75,0.4323,0.4362,0
4972,2,1,4,1,36-45,Tier-2,Bottom_20pct,Secondary,3,9.253,94.58,0.534,0.5039,0.5694,0.4958,0.5,0.5,0.0,0.6748,0.5542,1
4973,2,2,3,3,36-45,Tier-3,20_40pct,Postgraduate,5,9.824,2385.59,0.7745,0.721,0.6159,0.4424,0.5,0.0,0.25,0.622,0.5051,1
4974,1,2,3,1,26-35,Tier-3,20_40pct,Secondary,2,1.525,878.57,0.2162,0.4642,0.6055,0.3268,0.75,0.0,0.25,0.498,0.4521,0
4975,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,2,4.526,1045.47,0.7952,0.5692,0.6098,0.6345,0.75,1.0,0.25,0.4302,0.5541,1
4976,0,0,0,1,18-25,Tier-1,Top_20pct,Secondary,7,14.731,449.72,0.8949,0.6491,0.6409,0.6011,1.0,1.0,1.0,0.5327,0.5721,1
4977,0,1,1,1,18-25,Tier-2,60_80pct,Secondary,4,4.661,735.96,0.514,0.5132,0.4936,0.5355,1.0,0.5,0.75,0.5277,0.5679,1
4978,0,1,2,3,18-25,Tier-2,40_60pct,Postgraduate,2,8.39,682.02,0.2944,0.6327,0.6212,0.5204,1.0,0.5,0.5,0.8701,0.5065,1
4979,0,0,1,1,18-25,Tier-1,60_80pct,Secondary,2,3.105,800.61,0.4237,0.4962,0.6429,0.6437,1.0,1.0,0.75,0.5706,0.575,1
4980,4,1,1,3,55+,Tier-2,60_80pct,Postgraduate,7,6.353,1118.86,0.0637,0.6727,0.6655,0.3853,0.0,0.5,0.75,0.5342,0.3938,0
4981,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,3,1.0,169.1,0.7298,0.5055,,0.7176,0.75,1.0,0.25,0.4921,0.6159,1
4982,2,0,0,1,36-45,Tier-1,Top_20pct,Secondary,7,7.743,768.68,0.9452,0.5576,0.6372,0.6978,0.5,1.0,1.0,0.4245,0.5179,1
4983,3,2,2,0,46-55,Tier-3,40_60pct,Below_Secondary,1,5.571,2192.49,0.342,0.3697,0.7755,0.4022,0.25,0.0,0.5,0.62,0.3515,0
4984,2,0,0,3,36-45,Tier-1,Top_20pct,Postgraduate,3,2.222,446.85,0.3056,0.6865,0.7593,0.6056,0.5,1.0,1.0,0.618,0.5123,1
4985,0,0,0,0,18-25,Tier-1,Top_20pct,Below_Secondary,6,2.698,2360.34,0.9255,0.3697,0.7137,0.6165,1.0,1.0,1.0,0.4858,0.5438,1
4986,2,0,1,3,36-45,Tier-1,60_80pct,Postgraduate,5,1.977,162.3,0.6132,0.9895,0.6953,0.448,0.5,1.0,0.75,0.6015,0.6866,1
4987,2,2,3,1,36-45,Tier-3,20_40pct,Secondary,2,3.715,3402.06,0.9386,0.4507,0.6363,0.2981,0.5,0.0,0.25,0.585,0.3597,0
4988,2,2,0,1,36-45,Tier-3,Top_20pct,Secondary,1,1.0,212.54,0.5538,0.5628,0.6248,0.2813,0.5,0.0,1.0,0.5886,0.4332,0
4989,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,3,9.319,731.7,0.3924,0.4446,0.7127,0.6027,0.5,0.5,0.5,0.6244,0.3775,0
4990,4,0,3,0,55+,Tier-1,20_40pct,Below_Secondary,6,3.251,865.15,0.5171,,0.6085,0.6007,0.0,1.0,0.25,0.35,0.4578,0
4991,2,2,1,0,36-45,Tier-3,60_80pct,Below_Secondary,4,1.0,702.15,0.3774,0.3062,0.6958,0.2428,0.5,0.0,0.75,0.6437,0.3244,0
4992,1,1,2,2,26-35,Tier-2,40_60pct,Graduate,5,4.026,338.51,0.3511,0.5102,0.5739,0.4974,0.75,0.5,0.5,0.4744,0.4551,0
4993,2,2,4,1,36-45,Tier-3,Bottom_20pct,Secondary,6,13.333,1797.2,0.1657,0.4714,0.4144,0.3186,0.5,0.0,0.0,0.3255,0.417,0
4994,0,2,2,2,18-25,Tier-3,40_60pct,Graduate,7,1.0,305.21,0.6691,0.8019,0.6079,,1.0,0.0,0.5,0.4757,0.5028,1
4995,3,0,0,1,46-55,Tier-1,Top_20pct,Secondary,5,1.0,6912.36,0.8945,0.6777,0.7112,0.5284,0.25,1.0,1.0,0.5699,0.4872,0
4996,0,1,2,0,18-25,Tier-2,40_60pct,Below_Secondary,6,2.448,270.94,0.4727,0.4054,0.4584,0.6421,1.0,0.5,0.5,0.5359,0.5667,1
4997,1,0,2,1,26-35,Tier-1,40_60pct,Secondary,5,6.652,1688.72,0.6507,0.5316,0.6397,0.5884,0.75,1.0,0.5,0.656,0.5276,1
4998,3,0,0,2,46-55,Tier-1,Top_20pct,Graduate,3,4.64,184.96,0.6805,0.5028,0.5496,0.5742,0.25,1.0,1.0,0.4869,0.5602,1
4999,2,2,0,2,36-45,Tier-3,Top_20pct,Graduate,1,3.062,347.5,0.2319,0.7255,0.8463,0.4199,0.5,0.0,1.0,0.6608,0.4723,0
5000,1,2,0,2,26-35,Tier-3,Top_20pct,Graduate,1,24.631,39.61,0.9534,0.7066,0.7922,0.2821,0.75,0.0,1.0,0.4122,0.534,1
5001,1,1,0,2,26-35,Tier-2,Top_20pct,Graduate,2,1.028,2059.36,0.6065,0.7595,0.5048,0.4747,0.75,0.5,1.0,0.5393,0.5546,1
5002,3,1,1,0,46-55,Tier-2,60_80pct,Below_Secondary,1,8.623,1131.24,0.3988,0.291,0.6412,0.498,0.25,0.5,0.75,0.3672,0.4423,0
5003,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,7,1.0,99.04,0.3936,0.509,0.7206,0.5617,0.75,1.0,0.5,0.4388,0.619,1
5004,3,0,1,1,46-55,Tier-1,60_80pct,Secondary,4,1.0,218.64,0.1306,0.4531,0.7279,0.7107,0.25,1.0,0.75,0.4696,0.6035,1
5005,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,6,1.751,111.53,0.6601,0.8425,,0.698,1.0,1.0,0.0,0.4893,0.7447,1
5006,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,5,10.322,495.17,0.4218,0.5245,0.6769,0.4437,0.5,0.5,0.5,0.4864,0.4712,0
5007,3,1,3,0,46-55,Tier-2,20_40pct,Below_Secondary,7,2.937,479.99,0.7182,0.3141,0.6476,0.4033,0.25,0.5,0.25,0.5166,0.3077,0
5008,0,0,2,0,18-25,Tier-1,40_60pct,Below_Secondary,3,2.519,1710.56,0.7213,0.503,0.6177,0.6876,1.0,1.0,0.5,0.4648,0.6697,1
5009,1,2,0,2,26-35,Tier-3,Top_20pct,Graduate,5,3.374,589.66,0.5938,0.4863,0.5983,0.3046,0.75,0.0,1.0,0.4688,0.4384,0
5010,0,0,2,3,18-25,Tier-1,40_60pct,Postgraduate,5,4.984,3144.23,0.6857,0.7867,0.6066,0.5341,1.0,1.0,0.5,0.4163,0.6487,1
5011,2,2,3,2,36-45,Tier-3,20_40pct,Graduate,4,2.754,211.12,0.4873,0.4852,0.6119,0.4378,0.5,0.0,0.25,0.5249,0.4586,0
5012,2,1,0,1,36-45,Tier-2,Top_20pct,Secondary,6,16.421,490.22,0.7434,0.4593,0.7727,0.4146,0.5,0.5,1.0,0.5729,0.4185,0
5013,2,0,0,2,36-45,Tier-1,Top_20pct,Graduate,7,1.0,384.81,0.3315,0.5615,0.7766,0.5995,0.5,1.0,1.0,0.5717,0.5076,1
5014,0,2,1,2,18-25,Tier-3,60_80pct,Graduate,7,3.228,394.5,0.7463,0.652,0.5801,0.4861,1.0,0.0,0.75,0.5558,0.5333,1
5015,0,1,1,1,18-25,Tier-2,60_80pct,Secondary,7,2.684,1344.42,0.5552,0.5924,0.69,0.3161,1.0,0.5,0.75,0.6702,0.4195,0
5016,0,1,1,2,18-25,Tier-2,60_80pct,Graduate,5,5.9,1170.22,0.9593,0.6363,0.6155,0.5447,1.0,0.5,0.75,0.6344,0.6849,1
5017,1,1,0,1,26-35,Tier-2,Top_20pct,Secondary,5,16.495,176.35,0.7741,0.6464,0.6966,0.4028,0.75,0.5,1.0,0.4594,0.5454,1
5018,2,0,1,1,36-45,Tier-1,60_80pct,Secondary,4,1.701,596.53,0.481,0.4915,0.7137,0.636,0.5,1.0,0.75,0.4018,0.5479,1
5019,3,1,3,3,46-55,Tier-2,20_40pct,Postgraduate,4,15.542,775.34,0.006,0.6504,0.5198,0.454,0.25,0.5,0.25,0.5925,0.5041,1
5020,2,2,1,3,36-45,Tier-3,60_80pct,Postgraduate,1,8.793,,0.6751,0.6764,0.4584,0.2146,0.5,0.0,0.75,0.6534,0.437,0
5021,1,0,2,1,26-35,Tier-1,40_60pct,Secondary,6,8.316,2955.57,0.4903,0.4923,0.6719,0.6477,0.75,1.0,0.5,0.4792,0.5414,1
5022,4,0,2,0,55+,Tier-1,40_60pct,Below_Secondary,7,1.0,981.09,0.6076,0.2018,0.658,0.6036,0.0,1.0,0.5,0.352,0.3124,0
5023,2,2,2,2,36-45,Tier-3,40_60pct,Graduate,7,14.116,764.16,0.7516,0.6907,0.6193,0.3697,0.5,0.0,0.5,0.6704,0.5607,1
5024,3,0,1,1,46-55,Tier-1,60_80pct,Secondary,5,9.13,1010.15,0.8644,0.4039,0.7232,0.527,0.25,1.0,0.75,0.5638,0.4554,0
5025,2,1,2,1,36-45,Tier-2,40_60pct,Secondary,6,5.769,269.22,0.6562,0.4721,0.6026,0.418,0.5,0.5,0.5,0.5519,0.4814,0
5026,1,1,0,1,26-35,Tier-2,Top_20pct,Secondary,2,1.0,402.15,0.6494,0.5742,0.7715,0.5236,0.75,0.5,1.0,0.5646,0.5167,1
5027,0,1,2,2,18-25,Tier-2,40_60pct,Graduate,2,2.724,281.29,0.8499,0.6417,0.6775,0.442,1.0,0.5,0.5,0.4859,0.6099,1
5028,2,0,2,0,36-45,Tier-1,40_60pct,Below_Secondary,2,9.17,1824.78,0.0376,0.4144,0.6252,0.5813,0.5,1.0,0.5,0.3489,0.5106,1
5029,0,0,0,2,18-25,Tier-1,Top_20pct,Graduate,6,2.877,477.65,0.2192,0.6455,0.7707,0.5287,1.0,1.0,1.0,0.4684,0.5858,1
5030,1,0,1,0,26-35,Tier-1,60_80pct,Below_Secondary,4,2.868,532.6,0.7096,0.5132,0.7489,0.5866,0.75,1.0,0.75,0.5596,0.4853,0
5031,2,1,1,3,36-45,Tier-2,60_80pct,Postgraduate,5,1.574,784.2,,0.771,0.5511,0.3337,0.5,0.5,0.75,0.7112,0.5978,1
5032,2,1,0,3,36-45,Tier-2,Top_20pct,Postgraduate,1,1.0,1019.37,0.8912,0.6044,0.6767,0.4615,0.5,0.5,1.0,0.5764,0.5107,1
5033,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,5,3.597,3508.51,0.7169,0.7359,0.6401,0.4132,0.5,0.5,0.75,0.5132,0.5938,1
5034,0,1,4,1,18-25,Tier-2,Bottom_20pct,Secondary,7,7.446,727.8,0.469,0.4842,0.5568,0.4846,1.0,0.5,0.0,0.2994,0.4685,0
5035,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,2,1.0,598.5,0.2419,0.6349,0.5347,0.5772,0.75,1.0,0.75,0.4846,0.5655,1
5036,2,0,2,2,36-45,Tier-1,40_60pct,Graduate,6,11.211,1983.97,0.0218,0.6618,0.5922,0.7196,0.5,1.0,0.5,0.442,0.7371,1
5037,4,2,2,3,55+,Tier-3,40_60pct,Postgraduate,3,4.052,628.92,0.4637,,0.5572,0.5678,0.0,0.0,0.5,0.4387,0.4701,0
5038,2,1,2,1,36-45,Tier-2,40_60pct,Secondary,6,8.365,279.27,0.2742,0.4958,0.5056,0.4327,0.5,0.5,0.5,0.2223,0.3698,0
5039,3,0,4,1,46-55,Tier-1,Bottom_20pct,Secondary,2,5.499,92.66,0.0397,0.5524,0.5307,0.6402,0.25,1.0,0.0,0.4346,0.6103,1
5040,2,0,3,1,36-45,Tier-1,20_40pct,Secondary,6,1.0,927.03,0.5413,0.5541,0.5115,0.7147,0.5,1.0,0.25,0.6873,0.6509,1
5041,2,0,3,1,36-45,Tier-1,20_40pct,Secondary,6,11.854,587.76,0.334,0.5768,0.6471,0.6142,0.5,1.0,0.25,0.5639,0.4881,0
5042,0,0,4,1,18-25,Tier-1,Bottom_20pct,Secondary,6,6.332,2843.17,0.7739,0.5404,0.4773,0.6453,1.0,1.0,0.0,0.4091,0.6003,1
5043,2,2,1,3,36-45,Tier-3,60_80pct,Postgraduate,4,1.0,544.79,0.9239,0.523,0.6769,,0.5,0.0,0.75,0.7336,0.3512,0
5044,2,2,2,1,36-45,Tier-3,40_60pct,Secondary,5,4.338,261.21,0.1093,0.3792,0.5616,0.2152,0.5,0.0,0.5,0.5594,0.3404,0
5045,2,2,3,1,36-45,Tier-3,20_40pct,Secondary,4,3.271,1327.7,0.892,0.5445,0.541,0.3768,0.5,0.0,0.25,0.5426,0.3614,0
5046,1,2,2,3,26-35,Tier-3,40_60pct,Postgraduate,6,9.8,722.44,0.7291,0.7169,0.5578,0.3488,0.75,0.0,0.5,0.3282,0.572,1
5047,2,2,4,1,36-45,Tier-3,Bottom_20pct,Secondary,1,1.0,1430.18,0.0418,0.5537,0.551,0.1932,0.5,0.0,0.0,0.5331,0.3735,0
5048,1,1,0,3,26-35,Tier-2,Top_20pct,Postgraduate,5,4.468,813.33,0.8295,0.7463,0.6307,0.6133,0.75,0.5,1.0,0.2077,0.6266,1
5049,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,5,1.857,825.05,0.6391,0.5823,0.6124,0.5958,0.75,1.0,0.5,0.4071,0.6025,1
5050,0,2,4,3,18-25,Tier-3,Bottom_20pct,Postgraduate,5,1.409,765.76,0.1987,0.7347,0.4871,0.3702,1.0,0.0,0.0,0.6068,0.5978,1
5051,3,0,1,1,46-55,Tier-1,60_80pct,Secondary,3,1.0,395.81,0.1297,0.5396,0.5867,0.551,0.25,1.0,0.75,0.3176,0.4955,0
5052,0,0,3,3,18-25,Tier-1,20_40pct,Postgraduate,5,2.019,715.77,0.6921,0.9494,0.5012,0.6481,1.0,1.0,0.25,0.4903,0.7367,1
5053,0,0,0,1,18-25,Tier-1,Top_20pct,Secondary,3,2.522,700.75,0.4505,0.4714,0.6314,0.6474,1.0,1.0,1.0,0.438,0.6332,1
5054,1,1,3,1,26-35,Tier-2,20_40pct,Secondary,7,2.969,2965.22,0.675,0.5388,0.5758,,0.75,0.5,0.25,0.6214,0.4497,0
5055,2,0,4,1,36-45,Tier-1,Bottom_20pct,Secondary,5,6.635,690.58,0.4286,0.4683,0.5396,0.7424,0.5,1.0,0.0,0.5245,0.4764,0
5056,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,6,2.584,515.92,0.3927,0.3928,0.658,0.5873,0.75,1.0,0.75,0.3618,0.5569,1
5057,1,1,0,1,26-35,Tier-2,Top_20pct,Secondary,2,1.086,1756.65,0.7514,0.5342,0.7506,0.4819,0.75,0.5,1.0,0.5478,0.5034,1
5058,2,2,0,3,36-45,Tier-3,Top_20pct,Postgraduate,1,2.539,298.99,0.7157,0.7701,0.6657,0.4838,0.5,0.0,1.0,0.5013,0.6373,1
5059,1,1,4,1,26-35,Tier-2,Bottom_20pct,Secondary,5,1.0,1070.78,0.2882,0.4366,0.6208,0.3547,0.75,0.5,0.0,0.736,0.436,0
5060,3,2,3,2,46-55,Tier-3,20_40pct,Graduate,7,17.891,236.05,0.0672,0.7201,0.4134,0.2754,0.25,0.0,0.25,0.5074,0.4743,0
5061,3,0,0,0,46-55,Tier-1,Top_20pct,Below_Secondary,4,1.0,132.37,0.2833,0.3855,0.7102,0.6265,0.25,1.0,1.0,0.3858,0.4631,0
5062,1,0,0,2,26-35,Tier-1,Top_20pct,Graduate,7,1.128,1846.5,0.5208,0.6526,0.6725,0.5266,0.75,1.0,1.0,0.7266,0.6583,1
5063,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,2,2.793,483.81,0.5477,0.6177,0.6671,,0.75,0.5,0.25,0.7976,0.3325,0
5064,2,1,3,3,36-45,Tier-2,20_40pct,Postgraduate,4,13.546,95.73,0.7851,0.7249,0.7296,,0.5,0.5,0.25,0.5099,0.4873,0
5065,0,1,0,1,18-25,Tier-2,Top_20pct,Secondary,4,1.0,321.69,0.7165,0.7691,0.7366,0.3278,1.0,0.5,1.0,0.7161,0.6337,1
5066,1,2,1,1,26-35,Tier-3,60_80pct,Secondary,7,2.552,563.71,0.9902,0.5293,0.7318,0.3064,0.75,0.0,0.75,0.367,0.3857,0
5067,1,2,3,1,26-35,Tier-3,20_40pct,Secondary,3,22.696,5596.78,0.1428,0.5773,0.6332,0.3238,0.75,0.0,0.25,0.5112,0.4921,0
5068,3,2,2,2,46-55,Tier-3,40_60pct,Graduate,1,4.607,76.95,0.565,0.4839,0.7241,0.3827,0.25,0.0,0.5,0.7035,0.3972,0
5069,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,7,4.767,1444.16,0.5022,0.7459,0.5733,0.6148,1.0,1.0,0.0,0.6935,0.6388,1
5070,2,0,2,2,36-45,Tier-1,40_60pct,Graduate,7,18.273,412.36,0.1405,0.708,0.5936,0.835,0.5,1.0,0.5,0.5803,0.6404,1
5071,2,1,3,0,36-45,Tier-2,20_40pct,Below_Secondary,4,3.527,638.62,0.1961,0.3718,,0.4639,0.5,0.5,0.25,0.4788,0.3773,0
5072,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,7,1.0,341.59,0.5361,0.5386,0.5533,0.6179,0.75,1.0,0.5,0.4416,0.6264,1
5073,0,0,4,3,18-25,Tier-1,Bottom_20pct,Postgraduate,2,1.0,1637.96,0.5905,0.7957,0.3478,0.5706,1.0,1.0,0.0,0.5348,0.7261,1
5074,4,0,1,0,55+,Tier-1,60_80pct,Below_Secondary,1,5.719,835.14,0.335,0.2719,0.6124,0.3629,0.0,1.0,0.75,0.4243,0.3519,0
5075,1,0,1,0,26-35,Tier-1,60_80pct,Below_Secondary,2,1.188,297.52,0.9009,0.4423,0.7609,0.8201,0.75,1.0,0.75,0.5414,0.592,1
5076,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,4,3.255,1496.27,,0.5982,,0.6033,0.5,1.0,0.75,0.595,0.5615,1
5077,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,1,4.008,2413.0,0.2812,0.698,0.6959,0.653,0.75,1.0,0.25,0.5512,0.5101,1
5078,1,1,2,2,26-35,Tier-2,40_60pct,Graduate,5,5.503,1866.28,0.5848,0.5397,0.617,0.6298,0.75,0.5,0.5,0.5454,0.5728,1
5079,1,1,1,2,26-35,Tier-2,60_80pct,Graduate,4,1.0,5820.82,0.5242,0.5692,0.5782,0.3673,0.75,0.5,0.75,0.5539,0.6106,1
5080,0,1,2,3,18-25,Tier-2,40_60pct,Postgraduate,4,7.136,1792.85,0.7932,0.6691,0.6088,,1.0,0.5,0.5,0.3585,0.5568,1
5081,0,1,0,3,18-25,Tier-2,Top_20pct,Postgraduate,7,12.639,743.53,0.557,0.9065,0.6048,0.6312,1.0,0.5,1.0,0.535,0.7804,1
5082,3,0,0,2,46-55,Tier-1,Top_20pct,Graduate,6,1.477,392.44,0.6471,0.5567,0.6321,0.6108,0.25,1.0,1.0,0.6122,0.4656,0
5083,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,6,2.394,1536.89,0.2314,0.5204,0.7456,0.6267,0.75,1.0,0.75,0.4305,0.4756,0
5084,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,3,6.809,366.68,0.5724,,0.7239,0.5865,1.0,1.0,0.5,0.5386,0.6424,1
5085,1,2,3,3,26-35,Tier-3,20_40pct,Postgraduate,2,1.428,1993.93,0.0987,0.7929,0.5415,0.3622,0.75,0.0,0.25,0.5465,0.558,1
5086,2,1,3,2,36-45,Tier-2,20_40pct,Graduate,5,3.907,559.33,0.5026,0.7536,0.5968,0.4008,0.5,0.5,0.25,0.5609,0.5645,1
5087,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,1,5.393,931.75,0.4434,0.7889,,0.6079,1.0,1.0,0.0,0.5381,0.5569,1
5088,2,0,1,1,36-45,Tier-1,60_80pct,Secondary,4,10.571,231.42,0.5428,0.4936,0.6959,,0.5,1.0,0.75,0.3122,0.5961,1
5089,0,2,3,0,18-25,Tier-3,20_40pct,Below_Secondary,4,2.118,530.47,0.4743,0.2371,0.6673,,1.0,0.0,0.25,0.6066,0.218,0
5090,0,1,0,1,18-25,Tier-2,Top_20pct,Secondary,5,3.393,274.7,,0.4079,0.7049,0.5472,1.0,0.5,1.0,0.7224,0.461,0
5091,0,2,0,1,18-25,Tier-3,Top_20pct,Secondary,4,1.02,3034.4,0.0985,0.5197,0.7536,0.2515,1.0,0.0,1.0,0.4388,0.3773,0
5092,3,0,0,2,46-55,Tier-1,Top_20pct,Graduate,7,1.838,514.93,0.3524,0.5296,0.6881,0.6539,0.25,1.0,1.0,0.4674,0.5243,1
5093,0,0,2,2,18-25,Tier-1,40_60pct,Graduate,2,1.0,626.18,0.7029,0.6733,0.5342,0.5878,1.0,1.0,0.5,0.674,0.6441,1
5094,0,2,1,0,18-25,Tier-3,60_80pct,Below_Secondary,1,1.101,253.35,0.5297,0.2825,0.752,0.0984,1.0,0.0,0.75,0.6001,0.2476,0
5095,1,1,1,2,26-35,Tier-2,60_80pct,Graduate,7,2.125,167.68,0.4504,0.7328,0.5937,0.5244,0.75,0.5,0.75,0.6498,0.6307,1
5096,3,1,2,3,46-55,Tier-2,40_60pct,Postgraduate,5,2.761,304.04,0.2948,0.5871,0.5399,0.5909,0.25,0.5,0.5,0.3381,0.5738,1
5097,1,1,1,2,26-35,Tier-2,60_80pct,Graduate,5,6.136,306.59,0.8484,0.5799,0.6675,0.5777,0.75,0.5,0.75,0.6421,0.4302,0
5098,1,1,2,2,26-35,Tier-2,40_60pct,Graduate,6,3.067,300.38,0.3933,0.4873,0.6265,0.5572,0.75,0.5,0.5,0.2482,0.6016,1
5099,0,1,1,1,18-25,Tier-2,60_80pct,Secondary,3,1.0,294.12,0.6793,0.4391,0.7484,0.4616,1.0,0.5,0.75,0.7925,0.4072,0
5100,1,0,0,3,26-35,Tier-1,Top_20pct,Postgraduate,1,7.048,1296.87,0.6534,0.8618,,0.8395,0.75,1.0,1.0,0.5568,0.7593,1
5101,2,0,0,1,36-45,Tier-1,Top_20pct,Secondary,5,3.805,439.74,0.4519,0.5549,0.7318,,0.5,1.0,1.0,0.5398,0.5449,1
5102,2,2,1,3,36-45,Tier-3,60_80pct,Postgraduate,7,14.018,1123.94,0.2446,0.7171,0.5233,0.3927,0.5,0.0,0.75,0.8961,0.4431,0
5103,1,0,0,2,26-35,Tier-1,Top_20pct,Graduate,4,5.043,433.31,0.3588,0.5856,0.7112,0.759,0.75,1.0,1.0,0.5388,0.637,1
5104,1,1,2,2,26-35,Tier-2,40_60pct,Graduate,7,3.817,827.42,0.9206,0.5338,0.4808,0.4609,0.75,0.5,0.5,0.6729,0.5627,1
5105,0,1,3,3,18-25,Tier-2,20_40pct,Postgraduate,6,1.744,1213.66,0.2134,0.6628,0.7926,0.4832,1.0,0.5,0.25,0.5059,0.5034,1
5106,1,2,1,2,26-35,Tier-3,60_80pct,Graduate,1,1.349,348.47,0.2928,0.6499,0.6137,0.3037,0.75,0.0,0.75,0.427,0.4087,0
5107,0,1,1,0,18-25,Tier-2,60_80pct,Below_Secondary,2,1.307,2017.54,0.7104,0.4193,0.6906,0.411,1.0,0.5,0.75,0.2649,0.4491,0
5108,2,1,3,1,36-45,Tier-2,20_40pct,Secondary,5,2.614,701.99,0.2505,0.4954,0.6129,0.5453,0.5,0.5,0.25,0.5441,0.5032,1
5109,4,2,1,0,55+,Tier-3,60_80pct,Below_Secondary,2,1.0,228.29,0.2554,0.4947,0.6083,0.2571,0.0,0.0,0.75,0.5069,0.3178,0
5110,4,2,0,1,55+,Tier-3,Top_20pct,Secondary,5,9.296,370.57,0.2715,0.3302,0.692,0.236,0.0,0.0,1.0,0.5937,0.3317,0
5111,3,1,2,0,46-55,Tier-2,40_60pct,Below_Secondary,4,8.179,481.74,0.4331,0.4026,0.6385,0.4189,0.25,0.5,0.5,0.5676,0.3094,0
5112,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,3,6.525,437.95,0.111,0.5029,,0.5165,0.5,0.5,0.5,0.6505,0.4698,0
5113,2,0,2,0,36-45,Tier-1,40_60pct,Below_Secondary,4,1.0,74.49,0.709,0.4364,0.7027,0.4821,0.5,1.0,0.5,0.315,0.5384,1
5114,1,1,3,1,26-35,Tier-2,20_40pct,Secondary,2,1.0,237.29,0.729,,0.5006,0.3627,0.75,0.5,0.25,0.3398,0.5282,1
5115,2,2,0,3,36-45,Tier-3,Top_20pct,Postgraduate,7,5.059,1210.42,,0.7018,0.7371,0.2088,0.5,0.0,1.0,0.395,0.4141,0
5116,1,2,2,2,26-35,Tier-3,40_60pct,Graduate,1,6.911,540.54,0.2838,,0.6041,0.3052,0.75,0.0,0.5,0.6049,0.467,0
5117,1,0,1,3,26-35,Tier-1,60_80pct,Postgraduate,7,1.0,848.09,0.8968,0.6866,0.565,0.4512,0.75,1.0,0.75,0.3804,0.6053,1
5118,2,1,3,1,36-45,Tier-2,20_40pct,Secondary,6,1.716,817.19,0.1212,0.5058,0.689,0.6579,0.5,0.5,0.25,0.6584,0.5115,1
5119,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,2,1.0,535.16,0.5592,0.7204,0.6677,0.6256,0.75,0.5,0.25,0.3545,0.5978,1
5120,1,2,1,1,26-35,Tier-3,60_80pct,Secondary,3,1.315,337.83,0.3265,0.5526,0.5762,0.2261,0.75,0.0,0.75,0.668,0.3827,0
5121,3,1,0,1,46-55,Tier-2,Top_20pct,Secondary,5,3.653,389.45,0.3396,0.5224,0.6985,0.485,0.25,0.5,1.0,0.8016,0.4469,0
5122,0,0,1,2,18-25,Tier-1,60_80pct,Graduate,6,1.0,762.88,0.5475,0.4842,0.607,0.6317,1.0,1.0,0.75,0.5552,0.608,1
5123,1,0,0,0,26-35,Tier-1,Top_20pct,Below_Secondary,5,1.306,248.69,0.0809,,0.7603,0.6246,0.75,1.0,1.0,0.7454,0.5318,1
5124,3,1,1,1,46-55,Tier-2,60_80pct,Secondary,2,4.161,949.79,0.3602,,0.597,0.6862,0.25,0.5,0.75,0.5375,0.5712,1
5125,2,0,2,2,36-45,Tier-1,40_60pct,Graduate,1,3.547,2319.88,0.6922,0.6629,0.5571,0.6413,0.5,1.0,0.5,0.4048,0.6034,1
5126,2,2,4,2,36-45,Tier-3,Bottom_20pct,Graduate,5,9.745,86.96,0.1459,0.7145,0.5472,0.3424,0.5,0.0,0.0,0.5148,0.4989,0
5127,1,2,1,2,26-35,Tier-3,60_80pct,Graduate,7,1.0,,0.9562,0.5322,0.6399,0.169,0.75,0.0,0.75,0.5313,0.4438,0
5128,1,1,1,1,26-35,Tier-2,60_80pct,Secondary,5,2.309,557.39,0.2715,0.6332,0.7196,0.4497,0.75,0.5,0.75,0.6069,0.5083,1
5129,3,1,0,1,46-55,Tier-2,Top_20pct,Secondary,6,12.909,1052.45,0.4085,0.4323,0.5791,0.5262,0.25,0.5,1.0,0.7502,0.4704,0
5130,2,2,0,0,36-45,Tier-3,Top_20pct,Below_Secondary,3,7.943,396.72,0.0613,,0.6076,0.1819,0.5,0.0,1.0,0.5442,0.38,0
